"","sample_type","sample_id","time_comparison","total_cells","[15,85)","[5,15)","[0,5)","[85,95)","[95,100]","degree_of_change","direction_of_change"
"1","AML","001","5v0",63138,129,84,31419,116,31390,99.4789191928791,-0.00046171726981802
