"","sample_type","sample_id","time_comparison","total_cells","[15,85)","[5,15)","[0,5)","[85,95)","[95,100]","degree_of_change","direction_of_change"
"1","COV","35","0v4",81398,73134,3408,131,3854,871,1.23098847637534,0.738522954091816
